"level";"0";"1";"p";"test"
"";"AZ-ChAdOx1";"12032 ( 23.7) ";"12083 ( 23.8) ";"";""
"";"Jansen-Ad26";"    0 (  0.0) ";"    0 (  0.0) ";"";""
"vac_concept_id_3 (%)";"Pfizer-mRNA-BNT162b";" 5756 ( 11.3) ";"12521 ( 24.7) ";"   NaN";""
"";"Moderna-mRNA-1273";"34993 ( 68.9) ";"38142 ( 75.3) ";"";""
"";"AZ-ChAdOx1";"    5 (  0.0) ";"    4 (  0.0) ";"";""
"";"Jansen-Ad26";"    0 (  0.0) ";"    0 (  0.0) ";"";""
"";NA;"10059 ( 19.8) ";"    0 (  0.0) ";"";""
"vac_scheme (%)";"AZ-ChAdOx1-AZ-ChAdOx1";"12032 ( 23.7) ";"12083 ( 23.8) ";" 0.746";""
"";"Moderna-mRNA-1273-Moderna-mRNA-1273";" 4901 (  9.6) ";" 4916 (  9.7) ";"";""
"";"Pfizer-mRNA-BNT162b-Pfizer-mRNA-BNT162b";"33880 ( 66.7) ";"33668 ( 66.4) ";"";""
"cancer_diagnosis_time (%)";"0";"11091 ( 21.8) ";"11092 ( 21.9) ";" 0.984";""
"";"1";"10640 ( 20.9) ";"10606 ( 20.9) ";"";""
"";"2";"10095 ( 19.9) ";"10104 ( 19.9) ";"";""
"";"3";" 9486 ( 18.7) ";" 9462 ( 18.7) ";"";""
"";"4";" 9501 ( 18.7) ";" 9403 ( 18.6) ";"";""
"cancer_dx_breast (%)";"0";"41904 ( 82.5) ";"41532 ( 82.0) ";" 0.039";""
"";"1";" 8909 ( 17.5) ";" 9135 ( 18.0) ";"";""
"cancer_dx_prostate (%)";"0";"43003 ( 84.6) ";"42631 ( 84.1) ";" 0.032";""
"";"1";" 7810 ( 15.4) ";" 8036 ( 15.9) ";"";""
"cancer_dx_colorectal (%)";"0";"43126 ( 84.9) ";"42961 ( 84.8) ";" 0.725";""
"";"1";" 7687 ( 15.1) ";" 7706 ( 15.2) ";"";""
"cancer_dx_lung (%)";"0";"48096 ( 94.7) ";"48158 ( 95.0) ";" 0.005";""
"";"1";" 2717 (  5.3) ";" 2509 (  5.0) ";"";""
"cancer_dx_head_neck (%)";"0";"49215 ( 96.9) ";"49139 ( 97.0) ";" 0.241";""
"";"1";" 1598 (  3.1) ";" 1528 (  3.0) ";"";""
"cancer_dx_endometrium (%)";"0";"49514 ( 97.4) ";"49485 ( 97.7) ";" 0.022";""
"";"1";" 1299 (  2.6) ";" 1182 (  2.3) ";"";""
"cancer_dx_cervix_uterus (%)";"0";"49743 ( 97.9) ";"49696 ( 98.1) ";" 0.034";""
"";"1";" 1070 (  2.1) ";"  971 (  1.9) ";"";""
"cancer_dx_bladder (%)";"0";"45159 ( 88.9) ";"45214 ( 89.2) ";" 0.064";""
"";"1";" 5654 ( 11.1) ";" 5453 ( 10.8) ";"";""
"cancer_dx_liver_biliary (%)";"0";"50005 ( 98.4) ";"49876 ( 98.4) ";" 0.730";""
"";"1";"  808 (  1.6) ";"  791 (  1.6) ";"";""
"cancer_dx_melanoma (%)";"0";"48830 ( 96.1) ";"48449 ( 95.6) ";"<0.001";""
"";"1";" 1983 (  3.9) ";" 2218 (  4.4) ";"";""
"cancer_dx_pancreas (%)";"0";"50159 ( 98.7) ";"50091 ( 98.9) ";" 0.031";""
"";"1";"  654 (  1.3) ";"  576 (  1.1) ";"";""
"cancer_dx_kidney (%)";"0";"48875 ( 96.2) ";"48603 ( 95.9) ";" 0.035";""
"";"1";" 1938 (  3.8) ";" 2064 (  4.1) ";"";""
"cancer_dx_gastric (%)";"0";"49953 ( 98.3) ";"49850 ( 98.4) ";" 0.330";""
"";"1";"  860 (  1.7) ";"  817 (  1.6) ";"";""
"cancer_dx_esophagus (%)";"0";"50594 ( 99.6) ";"50443 ( 99.6) ";" 0.825";""
"";"1";"  219 (  0.4) ";"  224 (  0.4) ";"";""
"cancer_dx_testis (%)";"0";"50616 ( 99.6) ";"50481 ( 99.6) ";" 0.629";""
"";"1";"  197 (  0.4) ";"  186 (  0.4) ";"";""
"cancer_dx_thyroid (%)";"0";"49961 ( 98.3) ";"49839 ( 98.4) ";" 0.613";""
"";"1";"  852 (  1.7) ";"  828 (  1.6) ";"";""
"cancer_dx_CNS (%)";"0";"50497 ( 99.4) ";"50366 ( 99.4) ";" 0.596";""
"";"1";"  316 (  0.6) ";"  301 (  0.6) ";"";""
"cancer_dx_neuroendocrine (%)";"0";"50568 ( 99.5) ";"50437 ( 99.5) ";" 0.540";""
"";"1";"  245 (  0.5) ";"  230 (  0.5) ";"";""
"cancer_dx_sarcomas (%)";"0";"50370 ( 99.1) ";"50206 ( 99.1) ";" 0.541";""
"";"1";"  443 (  0.9) ";"  461 (  0.9) ";"";""
"cancer_dx_leukemia (%)";"0";"49569 ( 97.6) ";"49408 ( 97.5) ";" 0.722";""
"";"1";" 1244 (  2.4) ";" 1259 (  2.5) ";"";""
"cancer_dx_myeloma (%)";"0";"50275 ( 98.9) ";"50205 ( 99.1) ";" 0.019";""
"";"1";"  538 (  1.1) ";"  462 (  0.9) ";"";""
"cancer_dx_lymphoma (%)";"0";"49273 ( 97.0) ";"49237 ( 97.2) ";" 0.051";""
"";"1";" 1540 (  3.0) ";" 1430 (  2.8) ";"";""
"cancer_dx_other (%)";"0";"49586 ( 97.6) ";"49433 ( 97.6) ";" 0.846";""
"";"1";" 1227 (  2.4) ";" 1234 (  2.4) ";"";""
"cancer_dx_other_2 (%)";"0";"46723 ( 92.0) ";"46648 ( 92.1) ";" 0.499";""
"";"1";" 4090 (  8.0) ";" 4019 (  7.9) ";"";""
"cancer_dx_undefined (%)";"0";"48703 ( 95.8) ";"48542 ( 95.8) ";" 0.752";""
"";"1";" 2110 (  4.2) ";" 2125 (  4.2) ";"";""
"cancer_group_gastro_intestinal (%)";"0";"40596 ( 79.9) ";"40574 ( 80.1) ";" 0.462";""
"";"1";"10217 ( 20.1) ";"10093 ( 19.9) ";"";""
"cancer_group_genito_urinary (%)";"0";"35779 ( 70.4) ";"35508 ( 70.1) ";" 0.250";""
"";"1";"15034 ( 29.6) ";"15159 ( 29.9) ";"";""
"cancer_group_thyroid (%)";"0";"49961 ( 98.3) ";"49839 ( 98.4) ";" 0.613";""
"";"1";"  852 (  1.7) ";"  828 (  1.6) ";"";""
"cancer_group_breast (%)";"0";"41904 ( 82.5) ";"41532 ( 82.0) ";" 0.039";""
"";"1";" 8909 ( 17.5) ";" 9135 ( 18.0) ";"";""
"cancer_group_sarcomas (%)";"0";"50301 ( 99.0) ";"50121 ( 98.9) ";" 0.286";""
"";"1";"  512 (  1.0) ";"  546 (  1.1) ";"";""
"cancer_group_thorax (%)";"0";"48014 ( 94.5) ";"48060 ( 94.9) ";" 0.010";""
"";"1";" 2799 (  5.5) ";" 2607 (  5.1) ";"";""
"cancer_group_gynecology (%)";"0";"48146 ( 94.8) ";"48172 ( 95.1) ";" 0.019";""
"";"1";" 2667 (  5.2) ";" 2495 (  4.9) ";"";""
"cancer_group_head_neck (%)";"0";"49215 ( 96.9) ";"49139 ( 97.0) ";" 0.241";""
"";"1";" 1598 (  3.1) ";" 1528 (  3.0) ";"";""
"cancer_group_hemathological (%)";"0";"47507 ( 93.5) ";"47568 ( 93.9) ";" 0.011";""
"";"1";" 3306 (  6.5) ";" 3099 (  6.1) ";"";""
"cancer_group_skin (%)";"0";"48287 ( 95.0) ";"47850 ( 94.4) ";"<0.001";""
"";"1";" 2526 (  5.0) ";" 2817 (  5.6) ";"";""
"cancer_group_CNS (%)";"0";"50360 ( 99.1) ";"50231 ( 99.1) ";" 0.620";""
"";"1";"  453 (  0.9) ";"  436 (  0.9) ";"";""
"cancer_group_undefined (%)";"0";"49676 ( 97.8) ";"49623 ( 97.9) ";" 0.054";""
"";"1";" 1137 (  2.2) ";" 1044 (  2.1) ";"";""
"cancer_group_nasopharynx (%)";"0";"50792 (100.0) ";"50638 ( 99.9) ";" 0.317";""
"";"1";"   21 (  0.0) ";"   29 (  0.1) ";"";""
"cancer_group_neuroendocrine (%)";"0";"50568 ( 99.5) ";"50437 ( 99.5) ";" 0.540";""
"";"1";"  245 (  0.5) ";"  230 (  0.5) ";"";""
"cancer_group_other (%)";"0";"50471 ( 99.3) ";"50305 ( 99.3) ";" 0.449";""
"";"1";"  342 (  0.7) ";"  362 (  0.7) ";"";""
"cancer_group_other_2 (%)";"0";"46723 ( 92.0) ";"46648 ( 92.1) ";" 0.499";""
"";"1";" 4090 (  8.0) ";" 4019 (  7.9) ";"";""
"charlson_index (median [IQR])";"";" 3.00 [2.00, 5.00]";" 3.00 [2.00, 5.00]";" 0.010";"nonnorm"
"CCI_Rheumatologic_Disease (%)";"0";"49321 ( 97.1) ";"49061 ( 96.8) ";" 0.032";""
"";"1";" 1492 (  2.9) ";" 1606 (  3.2) ";"";""
"CCI_Any_Malignancy (%)";"1";"50813 (100.0) ";"50667 (100.0) ";"    NA";""
"CCI_Metastatic_Solid_Tumor (%)";"0";"44414 ( 87.4) ";"44716 ( 88.3) ";"<0.001";""
"";"1";" 6399 ( 12.6) ";" 5951 ( 11.7) ";"";""
"CCI_Diabetes_Mild (%)";"0";"38192 ( 75.2) ";"38169 ( 75.3) ";" 0.532";""
"";"1";"12621 ( 24.8) ";"12498 ( 24.7) ";"";""
"CCI_Mild_Liver_Disease (%)";"0";"49286 ( 97.0) ";"49252 ( 97.2) ";" 0.046";""
"";"1";" 1527 (  3.0) ";" 1415 (  2.8) ";"";""
"CCI_Peptic_Ulcer_Disease (%)";"0";"47869 ( 94.2) ";"47590 ( 93.9) ";" 0.062";""
"";"1";" 2944 (  5.8) ";" 3077 (  6.1) ";"";""
"CCI_Chronic_Pulmonary_Disease (%)";"0";"41152 ( 81.0) ";"41091 ( 81.1) ";" 0.652";""
"";"1";" 9661 ( 19.0) ";" 9576 ( 18.9) ";"";""
"CCI_Renal_Disease (%)";"0";"41409 ( 81.5) ";"41368 ( 81.6) ";" 0.533";""
"";"1";" 9404 ( 18.5) ";" 9299 ( 18.4) ";"";""
"CCI_Cerebrovascular_Disease (%)";"0";"47148 ( 92.8) ";"47088 ( 92.9) ";" 0.363";""
"";"1";" 3665 (  7.2) ";" 3579 (  7.1) ";"";""
"CCI_Diabetes_With_Complications (%)";"0";"47299 ( 93.1) ";"47268 ( 93.3) ";" 0.195";""
"";"1";" 3514 (  6.9) ";" 3399 (  6.7) ";"";""
"CCI_Congestive_Heart_Failure (%)";"0";"46521 ( 91.6) ";"46441 ( 91.7) ";" 0.550";""
"";"1";" 4292 (  8.4) ";" 4226 (  8.3) ";"";""
"CCI_Dementia (%)";"0";"49346 ( 97.1) ";"49249 ( 97.2) ";" 0.408";""
"";"1";" 1467 (  2.9) ";" 1418 (  2.8) ";"";""
"CCI_Peripheral_Artery_Disease (%)";"0";"47871 ( 94.2) ";"47760 ( 94.3) ";" 0.730";""
"";"1";" 2942 (  5.8) ";" 2907 (  5.7) ";"";""
"CCI_Myocardial_Infarction (%)";"0";"48267 ( 95.0) ";"48135 ( 95.0) ";" 0.935";""
"";"1";" 2546 (  5.0) ";" 2532 (  5.0) ";"";""
"CCI_Moderate_Severe_Liver_Disease (%)";"0";"50117 ( 98.6) ";"50034 ( 98.8) ";" 0.097";""
"";"1";"  696 (  1.4) ";"  633 (  1.2) ";"";""
"CCI_Hemiplegia_Paraplegia (%)";"0";"50124 ( 98.6) ";"49986 ( 98.7) ";" 0.891";""
"";"1";"  689 (  1.4) ";"  681 (  1.3) ";"";""
"CCI_AIDS (%)";"0";"50626 ( 99.6) ";"50480 ( 99.6) ";" 1.000";""
"";"1";"  187 (  0.4) ";"  187 (  0.4) ";"";""
"n_visits_outpatient (mean (SD))";"";" 7.25 (8.39)";" 7.44 (8.65)";" 0.001";""
"n_visits_telehealth (mean (SD))";"";" 7.68 (8.27)";" 7.95 (8.49)";"<0.001";""
"visits_outpatient_cat (%)";"0";" 4627 (  9.1) ";" 4038 (  8.0) ";"<0.001";""
"";"1";" 4842 (  9.5) ";" 4822 (  9.5) ";"";""
"";"2";" 4827 (  9.5) ";" 4707 (  9.3) ";"";""
"";"3+";"36517 ( 71.9) ";"37100 ( 73.2) ";"";""
