"level";"0";"1";"p";"test"
"";"Garrotxa";"  358 (  0.5) ";"  392 (  0.5) ";"";""
"";"Gironès Nord i Pla de l'Estany";" 1685 (  2.5) ";" 1799 (  2.5) ";"";""
"";"Gironès Sud i Selva Interior";"  959 (  1.4) ";" 1021 (  1.4) ";"";""
"";"L'Hospitalet Sud i el Prat de Llobregat";" 2907 (  4.2) ";" 2993 (  4.1) ";"";""
"";"Lleida";" 3893 (  5.7) ";" 4125 (  5.6) ";"";""
"";"Maresme Central";" 2466 (  3.6) ";" 2609 (  3.6) ";"";""
"";"Montsià";"  704 (  1.0) ";"  767 (  1.0) ";"";""
"";"Osona";" 1203 (  1.8) ";" 1271 (  1.7) ";"";""
"";"Pallars";"  176 (  0.3) ";"  196 (  0.3) ";"";""
"";"Ripollès";"  155 (  0.2) ";"  171 (  0.2) ";"";""
"";"Selva Marítima";"  415 (  0.6) ";"  440 (  0.6) ";"";""
"";"Tarragonès";" 1824 (  2.7) ";" 1947 (  2.7) ";"";""
"";"Vallès Occidental Est";" 4946 (  7.2) ";" 5191 (  7.1) ";"";""
"";"Vallès Occidental Oest";"  271 (  0.4) ";"  307 (  0.4) ";"";""
"";"Vallès Oriental Central";" 2689 (  3.9) ";" 2816 (  3.8) ";"";""
"";NA;"   15 (  0.0) ";"   26 (  0.0) ";"";""
"vac_concept_id_1 (%)";"Pfizer-mRNA-BNT162b";"32587 ( 47.5) ";"42044 ( 57.4) ";"<0.001";""
"";"Moderna-mRNA-1273";" 8314 ( 12.1) ";"15012 ( 20.5) ";"";""
"";"AZ-ChAdOx1";" 7497 ( 10.9) ";"13506 ( 18.5) ";"";""
"";"Jansen-Ad26";" 3406 (  5.0) ";" 2635 (  3.6) ";"";""
"";NA;"16769 ( 24.5) ";"    0 (  0.0) ";"";""
"vac_concept_id_2 (%)";"Pfizer-mRNA-BNT162b";"31975 ( 46.6) ";"41952 ( 57.3) ";"   NaN";""
"";"Moderna-mRNA-1273";" 8009 ( 11.7) ";"14717 ( 20.1) ";"";""
"";"AZ-ChAdOx1";" 7265 ( 10.6) ";"13088 ( 17.9) ";"";""
"";"Jansen-Ad26";"    0 (  0.0) ";"    0 (  0.0) ";"";""
"";NA;"21324 ( 31.1) ";" 3440 (  4.7) ";"";""
"vac_concept_id_3 (%)";"Pfizer-mRNA-BNT162b";" 5441 (  7.9) ";" 9700 ( 13.3) ";"   NaN";""
"";"Moderna-mRNA-1273";" 2640 (  3.8) ";" 6398 (  8.7) ";"";""
"";"AZ-ChAdOx1";"    2 (  0.0) ";"    2 (  0.0) ";"";""
"";"Jansen-Ad26";"    0 (  0.0) ";"    0 (  0.0) ";"";""
"";NA;"60490 ( 88.2) ";"57097 ( 78.0) ";"";""
"vac_scheme (%)";"AZ-ChAdOx1-AZ-ChAdOx1";" 7264 ( 10.6) ";"13087 ( 17.9) ";"<0.001";""
"";"AZ-ChAdOx1-Moderna-mRNA-1273";"    1 (  0.0) ";"    4 (  0.0) ";"";""
"";"AZ-ChAdOx1-NA";"  161 (  0.2) ";"  183 (  0.3) ";"";""
"";"AZ-ChAdOx1-Pfizer-mRNA-BNT162b";"   71 (  0.1) ";"  232 (  0.3) ";"";""
"";"Jansen-Ad26-Moderna-mRNA-1273";"   57 (  0.1) ";"   59 (  0.1) ";"";""
"";"Jansen-Ad26-NA";" 3065 (  4.5) ";" 2278 (  3.1) ";"";""
"";"Jansen-Ad26-Pfizer-mRNA-BNT162b";"  284 (  0.4) ";"  298 (  0.4) ";"";""
"";"Moderna-mRNA-1273-AZ-ChAdOx1";"    1 (  0.0) ";"    1 (  0.0) ";"";""
"";"Moderna-mRNA-1273-Moderna-mRNA-1273";" 7945 ( 11.6) ";"14647 ( 20.0) ";"";""
"";"Moderna-mRNA-1273-NA";"  366 (  0.5) ";"  357 (  0.5) ";"";""
"";"Moderna-mRNA-1273-Pfizer-mRNA-BNT162b";"    2 (  0.0) ";"    7 (  0.0) ";"";""
"";"NA-NA";"16769 ( 24.5) ";"    0 (  0.0) ";"";""
"";"Pfizer-mRNA-BNT162b-Moderna-mRNA-1273";"    6 (  0.0) ";"    7 (  0.0) ";"";""
"";"Pfizer-mRNA-BNT162b-NA";"  963 (  1.4) ";"  622 (  0.8) ";"";""
"";"Pfizer-mRNA-BNT162b-Pfizer-mRNA-BNT162b";"31618 ( 46.1) ";"41415 ( 56.6) ";"";""
"vac_heterologous (mean (SD))";"";" 0.32 (0.47)";" 0.06 (0.23)";"<0.001";""
"cancer_diagnosis_time (%)";"0";"20982 ( 30.6) ";"21712 ( 29.7) ";" 0.004";""
"";"1";"13749 ( 20.1) ";"14802 ( 20.2) ";"";""
"";"2";"12190 ( 17.8) ";"13144 ( 18.0) ";"";""
"";"3";"11117 ( 16.2) ";"12054 ( 16.5) ";"";""
"";"4";"10535 ( 15.4) ";"11485 ( 15.7) ";"";""
"cancer_dx_breast (%)";"0";"57294 ( 83.6) ";"60719 ( 83.0) ";" 0.003";""
"";"1";"11279 ( 16.4) ";"12478 ( 17.0) ";"";""
"cancer_dx_prostate (%)";"0";"60420 ( 88.1) ";"64646 ( 88.3) ";" 0.229";""
"";"1";" 8153 ( 11.9) ";" 8551 ( 11.7) ";"";""
"cancer_dx_colorectal (%)";"0";"59004 ( 86.0) ";"63172 ( 86.3) ";" 0.161";""
"";"1";" 9569 ( 14.0) ";"10025 ( 13.7) ";"";""
"cancer_dx_lung (%)";"0";"64219 ( 93.7) ";"68650 ( 93.8) ";" 0.291";""
"";"1";" 4354 (  6.3) ";" 4547 (  6.2) ";"";""
"cancer_dx_head_neck (%)";"0";"66416 ( 96.9) ";"71003 ( 97.0) ";" 0.109";""
"";"1";" 2157 (  3.1) ";" 2194 (  3.0) ";"";""
"cancer_dx_endometrium (%)";"0";"67083 ( 97.8) ";"71696 ( 97.9) ";" 0.114";""
"";"1";" 1490 (  2.2) ";" 1501 (  2.1) ";"";""
"cancer_dx_cervix_uterus (%)";"0";"67033 ( 97.8) ";"71754 ( 98.0) ";"<0.001";""
"";"1";" 1540 (  2.2) ";" 1443 (  2.0) ";"";""
"cancer_dx_bladder (%)";"0";"62051 ( 90.5) ";"66319 ( 90.6) ";" 0.467";""
"";"1";" 6522 (  9.5) ";" 6878 (  9.4) ";"";""
"cancer_dx_liver_biliary (%)";"0";"67145 ( 97.9) ";"71740 ( 98.0) ";" 0.228";""
"";"1";" 1428 (  2.1) ";" 1457 (  2.0) ";"";""
"cancer_dx_melanoma (%)";"0";"66068 ( 96.3) ";"70399 ( 96.2) ";" 0.096";""
"";"1";" 2505 (  3.7) ";" 2798 (  3.8) ";"";""
"cancer_dx_pancreas (%)";"0";"67391 ( 98.3) ";"72020 ( 98.4) ";" 0.093";""
"";"1";" 1182 (  1.7) ";" 1177 (  1.6) ";"";""
"cancer_dx_kidney (%)";"0";"66059 ( 96.3) ";"70484 ( 96.3) ";" 0.698";""
"";"1";" 2514 (  3.7) ";" 2713 (  3.7) ";"";""
"cancer_dx_gastric (%)";"0";"67283 ( 98.1) ";"71934 ( 98.3) ";" 0.029";""
"";"1";" 1290 (  1.9) ";" 1263 (  1.7) ";"";""
"cancer_dx_esophagus (%)";"0";"68140 ( 99.4) ";"72764 ( 99.4) ";" 0.353";""
"";"1";"  433 (  0.6) ";"  433 (  0.6) ";"";""
"cancer_dx_testis (%)";"0";"68130 ( 99.4) ";"72728 ( 99.4) ";" 0.927";""
"";"1";"  443 (  0.6) ";"  469 (  0.6) ";"";""
"cancer_dx_thyroid (%)";"0";"67229 ( 98.0) ";"71843 ( 98.2) ";" 0.134";""
"";"1";" 1344 (  2.0) ";" 1354 (  1.8) ";"";""
"cancer_dx_CNS (%)";"0";"67901 ( 99.0) ";"72440 ( 99.0) ";" 0.320";""
"";"1";"  672 (  1.0) ";"  757 (  1.0) ";"";""
"cancer_dx_neuroendocrine (%)";"0";"68237 ( 99.5) ";"72828 ( 99.5) ";" 0.734";""
"";"1";"  336 (  0.5) ";"  369 (  0.5) ";"";""
"cancer_dx_sarcomas (%)";"0";"67821 ( 98.9) ";"72440 ( 99.0) ";" 0.263";""
"";"1";"  752 (  1.1) ";"  757 (  1.0) ";"";""
"cancer_dx_leukemia (%)";"0";"66969 ( 97.7) ";"71332 ( 97.5) ";" 0.012";""
"";"1";" 1604 (  2.3) ";" 1865 (  2.5) ";"";""
"cancer_dx_myeloma (%)";"0";"67875 ( 99.0) ";"72252 ( 98.7) ";"<0.001";""
"";"1";"  698 (  1.0) ";"  945 (  1.3) ";"";""
"cancer_dx_lymphoma (%)";"0";"66290 ( 96.7) ";"70630 ( 96.5) ";" 0.068";""
"";"1";" 2283 (  3.3) ";" 2567 (  3.5) ";"";""
"cancer_dx_other (%)";"0";"66796 ( 97.4) ";"71326 ( 97.4) ";" 0.687";""
"";"1";" 1777 (  2.6) ";" 1871 (  2.6) ";"";""
"cancer_dx_other_2 (%)";"0";"63032 ( 91.9) ";"67216 ( 91.8) ";" 0.539";""
"";"1";" 5541 (  8.1) ";" 5981 (  8.2) ";"";""
"cancer_dx_undefined (%)";"0";"62407 ( 91.0) ";"66416 ( 90.7) ";" 0.077";""
"";"1";" 6166 (  9.0) ";" 6781 (  9.3) ";"";""
"cancer_group_gastro_intestinal (%)";"0";"54843 ( 80.0) ";"58942 ( 80.5) ";" 0.010";""
"";"1";"13730 ( 20.0) ";"14255 ( 19.5) ";"";""
"cancer_group_genito_urinary (%)";"0";"51654 ( 75.3) ";"55375 ( 75.7) ";" 0.157";""
"";"1";"16919 ( 24.7) ";"17822 ( 24.3) ";"";""
"cancer_group_thyroid (%)";"0";"67229 ( 98.0) ";"71843 ( 98.2) ";" 0.134";""
"";"1";" 1344 (  2.0) ";" 1354 (  1.8) ";"";""
"cancer_group_breast (%)";"0";"57294 ( 83.6) ";"60719 ( 83.0) ";" 0.003";""
"";"1";"11279 ( 16.4) ";"12478 ( 17.0) ";"";""
"cancer_group_sarcomas (%)";"0";"67694 ( 98.7) ";"72296 ( 98.8) ";" 0.403";""
"";"1";"  879 (  1.3) ";"  901 (  1.2) ";"";""
"cancer_group_thorax (%)";"0";"64031 ( 93.4) ";"68436 ( 93.5) ";" 0.371";""
"";"1";" 4542 (  6.6) ";" 4761 (  6.5) ";"";""
"cancer_group_gynecology (%)";"0";"64834 ( 94.5) ";"69515 ( 95.0) ";"<0.001";""
"";"1";" 3739 (  5.5) ";" 3682 (  5.0) ";"";""
"cancer_group_head_neck (%)";"0";"66416 ( 96.9) ";"71003 ( 97.0) ";" 0.109";""
"";"1";" 2157 (  3.1) ";" 2194 (  3.0) ";"";""
"cancer_group_hemathological (%)";"0";"64076 ( 93.4) ";"67934 ( 92.8) ";"<0.001";""
"";"1";" 4497 (  6.6) ";" 5263 (  7.2) ";"";""
"cancer_group_skin (%)";"0";"62228 ( 90.7) ";"66113 ( 90.3) ";" 0.006";""
"";"1";" 6345 (  9.3) ";" 7084 (  9.7) ";"";""
"cancer_group_CNS (%)";"0";"67730 ( 98.8) ";"72255 ( 98.7) ";" 0.343";""
"";"1";"  843 (  1.2) ";"  942 (  1.3) ";"";""
"cancer_group_undefined (%)";"0";"66897 ( 97.6) ";"71417 ( 97.6) ";" 0.894";""
"";"1";" 1676 (  2.4) ";" 1780 (  2.4) ";"";""
"cancer_group_nasopharynx (%)";"0";"68521 ( 99.9) ";"73142 ( 99.9) ";" 1.000";""
"";"1";"   52 (  0.1) ";"   55 (  0.1) ";"";""
"cancer_group_neuroendocrine (%)";"0";"68237 ( 99.5) ";"72828 ( 99.5) ";" 0.734";""
"";"1";"  336 (  0.5) ";"  369 (  0.5) ";"";""
"cancer_group_other (%)";"0";"68040 ( 99.2) ";"72668 ( 99.3) ";" 0.246";""
"";"1";"  533 (  0.8) ";"  529 (  0.7) ";"";""
"cancer_group_other_2 (%)";"0";"63032 ( 91.9) ";"67216 ( 91.8) ";" 0.539";""
"";"1";" 5541 (  8.1) ";" 5981 (  8.2) ";"";""
"charlson_index (median [IQR])";"";" 3.00 [2.00, 6.00]";" 3.00 [2.00, 6.00]";" 0.607";"nonnorm"
"CCI_Rheumatologic_Disease (%)";"0";"66479 ( 96.9) ";"70959 ( 96.9) ";" 0.979";""
"";"1";" 2094 (  3.1) ";" 2238 (  3.1) ";"";""
"CCI_Any_Malignancy (%)";"1";"68573 (100.0) ";"73197 (100.0) ";"    NA";""
"CCI_Metastatic_Solid_Tumor (%)";"0";"57398 ( 83.7) ";"61416 ( 83.9) ";" 0.307";""
"";"1";"11175 ( 16.3) ";"11781 ( 16.1) ";"";""
"CCI_Diabetes_Mild (%)";"0";"52951 ( 77.2) ";"56431 ( 77.1) ";" 0.583";""
"";"1";"15622 ( 22.8) ";"16766 ( 22.9) ";"";""
"CCI_Mild_Liver_Disease (%)";"0";"66061 ( 96.3) ";"70664 ( 96.5) ";" 0.041";""
"";"1";" 2512 (  3.7) ";" 2533 (  3.5) ";"";""
"CCI_Peptic_Ulcer_Disease (%)";"0";"64435 ( 94.0) ";"68743 ( 93.9) ";" 0.699";""
"";"1";" 4138 (  6.0) ";" 4454 (  6.1) ";"";""
"CCI_Chronic_Pulmonary_Disease (%)";"0";"55423 ( 80.8) ";"59224 ( 80.9) ";" 0.682";""
"";"1";"13150 ( 19.2) ";"13973 ( 19.1) ";"";""
"CCI_Renal_Disease (%)";"0";"56481 ( 82.4) ";"60148 ( 82.2) ";" 0.344";""
"";"1";"12092 ( 17.6) ";"13049 ( 17.8) ";"";""
"CCI_Cerebrovascular_Disease (%)";"0";"63852 ( 93.1) ";"68224 ( 93.2) ";" 0.506";""
"";"1";" 4721 (  6.9) ";" 4973 (  6.8) ";"";""
"CCI_Diabetes_With_Complications (%)";"0";"63978 ( 93.3) ";"68183 ( 93.1) ";" 0.269";""
"";"1";" 4595 (  6.7) ";" 5014 (  6.9) ";"";""
"CCI_Congestive_Heart_Failure (%)";"0";"62768 ( 91.5) ";"66818 ( 91.3) ";" 0.096";""
"";"1";" 5805 (  8.5) ";" 6379 (  8.7) ";"";""
"CCI_Dementia (%)";"0";"66823 ( 97.4) ";"71334 ( 97.5) ";" 0.948";""
"";"1";" 1750 (  2.6) ";" 1863 (  2.5) ";"";""
"CCI_Peripheral_Artery_Disease (%)";"0";"64704 ( 94.4) ";"69049 ( 94.3) ";" 0.849";""
"";"1";" 3869 (  5.6) ";" 4148 (  5.7) ";"";""
"CCI_Myocardial_Infarction (%)";"0";"65267 ( 95.2) ";"69635 ( 95.1) ";" 0.701";""
"";"1";" 3306 (  4.8) ";" 3562 (  4.9) ";"";""
"CCI_Moderate_Severe_Liver_Disease (%)";"0";"67300 ( 98.1) ";"71792 ( 98.1) ";" 0.394";""
"";"1";" 1273 (  1.9) ";" 1405 (  1.9) ";"";""
"CCI_Hemiplegia_Paraplegia (%)";"0";"67528 ( 98.5) ";"72045 ( 98.4) ";" 0.460";""
"";"1";" 1045 (  1.5) ";" 1152 (  1.6) ";"";""
"CCI_AIDS (%)";"0";"68124 ( 99.3) ";"72777 ( 99.4) ";" 0.055";""
"";"1";"  449 (  0.7) ";"  420 (  0.6) ";"";""
"n_visits_outpatient (mean (SD))";"";" 7.82 (8.88)";" 7.76 (8.73)";" 0.249";""
"n_visits_telehealth (mean (SD))";"";" 8.36 (9.10)";" 8.69 (9.30)";"<0.001";""
"visits_outpatient_cat (%)";"0";" 5995 (  8.7) ";" 6030 (  8.2) ";" 0.004";""
"";"1";" 5916 (  8.6) ";" 6474 (  8.8) ";"";""
"";"2";" 6031 (  8.8) ";" 6510 (  8.9) ";"";""
"";"3+";"50631 ( 73.8) ";"54183 ( 74.0) ";"";""
